label,entities,agents,activities,nodes,edges,diameter,assortativity,acc,acc_e,acc_a,acc_ag,mfd_e_e,mfd_e_a,mfd_e_ag,mfd_a_e,mfd_a_a,mfd_a_ag,mfd_ag_e,mfd_ag_a,mfd_ag_ag,mfd_der,powerlaw_alpha
u_3,2,1,2,5,5,3,-0.16666666666666663,0.5555555555555555,0.3333333333333333,0.3333333333333333,1.0,1,2,1,0,1,1,0,0,0,1,-1
u_3,5,1,2,8,8,3,-0.33333333333333331,0.4666666666666666,0.06666666666666667,0.3333333333333333,1.0,1,2,1,0,1,1,0,0,0,4,-1
u_3,5,1,2,8,8,3,-0.33333333333333331,0.4666666666666666,0.06666666666666667,0.3333333333333333,1.0,1,2,1,0,1,1,0,0,0,4,-1
u_3,2,1,2,5,5,3,-0.16666666666666663,0.5555555555555555,0.3333333333333333,0.3333333333333333,1.0,1,2,1,0,1,1,0,0,0,1,-1
u_3,2,1,2,5,5,3,-0.16666666666666663,0.5555555555555555,0.3333333333333333,0.3333333333333333,1.0,1,2,1,0,1,1,0,0,0,1,-1
u_3,2,1,2,5,5,3,-0.16666666666666663,0.5555555555555555,0.3333333333333333,0.3333333333333333,1.0,1,2,1,0,1,1,0,0,0,1,-1
u_3,2,1,2,5,5,3,-0.16666666666666663,0.5555555555555555,0.3333333333333333,0.3333333333333333,1.0,1,2,1,0,1,1,0,0,0,1,-1
u_3,2,1,2,5,5,3,-0.16666666666666663,0.5555555555555555,0.3333333333333333,0.3333333333333333,1.0,1,2,1,0,1,1,0,0,0,1,-1
u_3,2,1,2,5,5,3,-0.16666666666666663,0.5555555555555555,0.3333333333333333,0.3333333333333333,1.0,1,2,1,0,1,1,0,0,0,1,-1
u_3,2,1,2,5,5,3,-0.16666666666666663,0.5555555555555555,0.3333333333333333,0.3333333333333333,1.0,1,2,1,0,1,1,0,0,0,1,-1
u_3,2,1,2,5,5,3,-0.16666666666666663,0.5555555555555555,0.3333333333333333,0.3333333333333333,1.0,1,2,1,0,1,1,0,0,0,1,-1
u_3,2,1,2,5,5,3,-0.16666666666666663,0.5555555555555555,0.3333333333333333,0.3333333333333333,1.0,1,2,1,0,1,1,0,0,0,1,-1
u_3,2,1,2,5,5,3,-0.16666666666666663,0.5555555555555555,0.3333333333333333,0.3333333333333333,1.0,1,2,1,0,1,1,0,0,0,1,-1
u_3,2,1,2,5,5,3,-0.16666666666666663,0.5555555555555555,0.3333333333333333,0.3333333333333333,1.0,1,2,1,0,1,1,0,0,0,1,-1
u_3,3,1,2,6,6,3,-0.24999999999999992,0.5,0.16666666666666666,0.3333333333333333,1.0,1,2,1,0,1,1,0,0,0,2,-1
u_3,3,1,2,6,6,3,-0.24999999999999992,0.5,0.16666666666666666,0.3333333333333333,1.0,1,2,1,0,1,1,0,0,0,2,-1
u_3,4,1,2,7,7,3,-0.29999999999999999,0.4777777777777778,0.1,0.3333333333333333,1.0,1,2,1,0,1,1,0,0,0,3,-1
u_3,4,1,2,7,7,3,-0.30000000000000004,0.4777777777777778,0.1,0.3333333333333333,1.0,1,2,1,0,1,1,0,0,0,3,-1
u_3,3,1,2,6,6,3,-0.24999999999999989,0.5,0.16666666666666666,0.3333333333333333,1.0,1,2,1,0,1,1,0,0,0,2,-1
u_3,3,1,2,6,6,3,-0.24999999999999989,0.5,0.16666666666666666,0.3333333333333333,1.0,1,2,1,0,1,1,0,0,0,2,-1
u_3,8,1,2,11,11,3,-0.38888888888888884,0.4537037037037037,0.027777777777777776,0.3333333333333333,1.0,1,2,1,0,1,1,0,0,0,7,-1
u_3,8,1,2,11,11,3,-0.38888888888888884,0.4537037037037037,0.027777777777777776,0.3333333333333333,1.0,1,2,1,0,1,1,0,0,0,7,-1
u_3,9,1,2,12,12,3,-0.39999999999999997,0.4518518518518519,0.022222222222222223,0.3333333333333333,1.0,1,2,1,0,1,1,0,0,0,8,-1
u_3,9,1,2,12,12,3,-0.39999999999999997,0.4518518518518519,0.022222222222222223,0.3333333333333333,1.0,1,2,1,0,1,1,0,0,0,8,-1
u_3,8,1,2,11,11,3,-0.38888888888888884,0.45370370370370366,0.027777777777777776,0.3333333333333333,1.0,1,2,1,0,1,1,0,0,0,7,-1
u_3,8,1,2,11,11,3,-0.38888888888888884,0.45370370370370366,0.027777777777777776,0.3333333333333333,1.0,1,2,1,0,1,1,0,0,0,7,-1
u_3,9,1,2,12,12,3,-0.39999999999999997,0.4518518518518518,0.022222222222222223,0.3333333333333333,1.0,1,2,1,0,1,1,0,0,0,8,-1
u_3,9,1,2,12,12,3,-0.39999999999999997,0.4518518518518519,0.022222222222222223,0.3333333333333333,1.0,1,2,1,0,1,1,0,0,0,8,-1
u_3,5,1,2,8,8,3,-0.33333333333333331,0.4666666666666666,0.06666666666666667,0.3333333333333333,1.0,1,2,1,0,1,1,0,0,0,4,-1
u_3,5,1,2,8,8,3,-0.33333333333333331,0.4666666666666666,0.06666666666666667,0.3333333333333333,1.0,1,2,1,0,1,1,0,0,0,4,-1
u_3,3,2,2,7,10,3,-0.48412291827592707,0.5714285714285714,0.5555555555555555,0.3333333333333333,0.8333333333333333,3,2,2,2,1,2,0,0,0,1,-1
u_3,5,1,2,8,8,3,-0.33333333333333331,0.4666666666666666,0.06666666666666667,0.3333333333333333,1.0,1,2,1,0,1,1,0,0,0,4,-1
u_3,6,1,2,9,9,3,-0.35714285714285715,0.4603174603174603,0.047619047619047616,0.3333333333333333,1.0,1,2,1,0,1,1,0,0,0,5,-1
u_3,6,1,2,9,9,3,-0.35714285714285715,0.4603174603174603,0.047619047619047616,0.3333333333333333,1.0,1,2,1,0,1,1,0,0,0,5,-1
u_3,2,1,2,5,5,3,-0.16666666666666663,0.5555555555555555,0.3333333333333333,0.3333333333333333,1.0,1,2,1,0,1,1,0,0,0,1,-1
u_3,2,1,2,5,5,3,-0.16666666666666663,0.5555555555555555,0.3333333333333333,0.3333333333333333,1.0,1,2,1,0,1,1,0,0,0,1,-1
u_3,3,1,2,6,6,3,-0.24999999999999992,0.5,0.16666666666666666,0.3333333333333333,1.0,1,2,1,0,1,1,0,0,0,2,-1
u_3,3,1,2,6,6,3,-0.24999999999999992,0.5,0.16666666666666666,0.3333333333333333,1.0,1,2,1,0,1,1,0,0,0,2,-1
u_3,4,1,2,7,7,3,-0.29999999999999999,0.4777777777777778,0.1,0.3333333333333333,1.0,1,2,1,0,1,1,0,0,0,3,-1
u_3,4,1,2,7,7,3,-0.29999999999999999,0.4777777777777778,0.1,0.3333333333333333,1.0,1,2,1,0,1,1,0,0,0,3,-1
u_3,4,1,2,7,7,3,-0.30000000000000004,0.4777777777777778,0.1,0.3333333333333333,1.0,1,2,1,0,1,1,0,0,0,3,-1
u_3,4,1,2,7,7,3,-0.30000000000000004,0.4777777777777778,0.1,0.3333333333333333,1.0,1,2,1,0,1,1,0,0,0,3,-1
u_3,5,1,2,8,8,3,-0.33333333333333331,0.4666666666666666,0.06666666666666667,0.3333333333333333,1.0,1,2,1,0,1,1,0,0,0,4,-1
u_3,5,1,2,8,8,3,-0.33333333333333331,0.4666666666666666,0.06666666666666667,0.3333333333333333,1.0,1,2,1,0,1,1,0,0,0,4,-1
u_3,6,1,2,9,9,3,-0.35714285714285721,0.4603174603174603,0.047619047619047616,0.3333333333333333,1.0,1,2,1,0,1,1,0,0,0,5,-1
u_3,6,1,2,9,9,3,-0.35714285714285721,0.4603174603174603,0.047619047619047616,0.3333333333333333,1.0,1,2,1,0,1,1,0,0,0,5,-1
u_3,7,1,2,10,10,3,-0.37499999999999989,0.45634920634920634,0.03571428571428571,0.3333333333333333,1.0,1,2,1,0,1,1,0,0,0,6,-1
u_3,7,1,2,10,10,3,-0.37499999999999989,0.45634920634920634,0.03571428571428571,0.3333333333333333,1.0,1,2,1,0,1,1,0,0,0,6,-1
u_3,2,1,2,5,5,3,-0.16666666666666663,0.5555555555555555,0.3333333333333333,0.3333333333333333,1.0,1,2,1,0,1,1,0,0,0,1,-1
u_3,2,1,2,5,5,3,-0.16666666666666663,0.5555555555555555,0.3333333333333333,0.3333333333333333,1.0,1,2,1,0,1,1,0,0,0,1,-1
u_3,3,1,2,6,6,3,-0.24999999999999989,0.5,0.16666666666666666,0.3333333333333333,1.0,1,2,1,0,1,1,0,0,0,2,-1
u_3,3,1,2,6,6,3,-0.24999999999999989,0.5,0.16666666666666666,0.3333333333333333,1.0,1,2,1,0,1,1,0,0,0,2,-1
u_3,2,1,2,5,5,3,-0.16666666666666663,0.5555555555555555,0.3333333333333333,0.3333333333333333,1.0,1,2,1,0,1,1,0,0,0,1,-1
u_3,2,1,2,5,5,3,-0.16666666666666663,0.5555555555555555,0.3333333333333333,0.3333333333333333,1.0,1,2,1,0,1,1,0,0,0,1,-1
u_3,2,1,2,5,5,3,-0.16666666666666663,0.5555555555555555,0.3333333333333333,0.3333333333333333,1.0,1,2,1,0,1,1,0,0,0,1,-1
u_3,2,1,2,5,5,3,-0.16666666666666663,0.5555555555555555,0.3333333333333333,0.3333333333333333,1.0,1,2,1,0,1,1,0,0,0,1,-1
u_3,3,1,2,6,6,3,-0.24999999999999992,0.5,0.16666666666666666,0.3333333333333333,1.0,1,2,1,0,1,1,0,0,0,2,-1
u_3,3,1,2,6,6,3,-0.25,0.5,0.16666666666666666,0.3333333333333333,1.0,1,2,1,0,1,1,0,0,0,2,-1
u_3,4,1,2,7,7,3,-0.29999999999999999,0.4777777777777778,0.1,0.3333333333333333,1.0,1,2,1,0,1,1,0,0,0,3,-1
u_3,4,1,2,7,7,3,-0.29999999999999993,0.4777777777777778,0.1,0.3333333333333333,1.0,1,2,1,0,1,1,0,0,0,3,-1
u_3,5,1,2,8,8,3,-0.33333333333333331,0.4666666666666666,0.06666666666666667,0.3333333333333333,1.0,1,2,1,0,1,1,0,0,0,4,-1
u_3,5,1,2,8,8,3,-0.33333333333333331,0.4666666666666666,0.06666666666666667,0.3333333333333333,1.0,1,2,1,0,1,1,0,0,0,4,-1
u_3,2,1,2,5,5,3,-0.16666666666666663,0.5555555555555555,0.3333333333333333,0.3333333333333333,1.0,1,2,1,0,1,1,0,0,0,1,-1
u_3,2,1,2,5,5,3,-0.16666666666666663,0.5555555555555555,0.3333333333333333,0.3333333333333333,1.0,1,2,1,0,1,1,0,0,0,1,-1
u_3,6,1,2,9,9,3,-0.35714285714285721,0.4603174603174603,0.047619047619047616,0.3333333333333333,1.0,1,2,1,0,1,1,0,0,0,5,-1
u_3,6,1,2,9,9,3,-0.35714285714285721,0.4603174603174603,0.047619047619047616,0.3333333333333333,1.0,1,2,1,0,1,1,0,0,0,5,-1
u_3,2,1,2,5,5,3,-0.16666666666666663,0.5555555555555555,0.3333333333333333,0.3333333333333333,1.0,1,2,1,0,1,1,0,0,0,1,-1
u_3,2,1,2,5,5,3,-0.16666666666666663,0.5555555555555555,0.3333333333333333,0.3333333333333333,1.0,1,2,1,0,1,1,0,0,0,1,-1
u_3,2,1,2,5,5,3,-0.16666666666666663,0.5555555555555555,0.3333333333333333,0.3333333333333333,1.0,1,2,1,0,1,1,0,0,0,1,-1
u_3,2,1,2,5,5,3,-0.16666666666666663,0.5555555555555555,0.3333333333333333,0.3333333333333333,1.0,1,2,1,0,1,1,0,0,0,1,-1
u_3,3,1,2,6,6,3,-0.24999999999999992,0.5,0.16666666666666666,0.3333333333333333,1.0,1,2,1,0,1,1,0,0,0,2,-1
u_3,3,1,2,6,6,3,-0.24999999999999992,0.5,0.16666666666666666,0.3333333333333333,1.0,1,2,1,0,1,1,0,0,0,2,-1
u_3,4,1,2,7,7,3,-0.29999999999999999,0.4777777777777778,0.1,0.3333333333333333,1.0,1,2,1,0,1,1,0,0,0,3,-1
u_3,4,1,2,7,7,3,-0.29999999999999993,0.4777777777777778,0.1,0.3333333333333333,1.0,1,2,1,0,1,1,0,0,0,3,-1
u_3,5,1,2,8,8,3,-0.33333333333333331,0.4666666666666666,0.06666666666666667,0.3333333333333333,1.0,1,2,1,0,1,1,0,0,0,4,-1
u_3,5,1,2,8,8,3,-0.33333333333333331,0.4666666666666666,0.06666666666666667,0.3333333333333333,1.0,1,2,1,0,1,1,0,0,0,4,-1
u_3,6,1,2,9,9,3,-0.35714285714285715,0.4603174603174603,0.047619047619047616,0.3333333333333333,1.0,1,2,1,0,1,1,0,0,0,5,-1
u_3,6,1,2,9,9,3,-0.35714285714285715,0.4603174603174603,0.047619047619047616,0.3333333333333333,1.0,1,2,1,0,1,1,0,0,0,5,-1
u_3,7,1,2,10,10,3,-0.37499999999999989,0.45634920634920634,0.03571428571428571,0.3333333333333333,1.0,1,2,1,0,1,1,0,0,0,6,-1
u_3,7,1,2,10,10,3,-0.37499999999999989,0.45634920634920634,0.03571428571428571,0.3333333333333333,1.0,1,2,1,0,1,1,0,0,0,6,-1
u_3,2,1,2,5,5,3,-0.16666666666666663,0.5555555555555555,0.3333333333333333,0.3333333333333333,1.0,1,2,1,0,1,1,0,0,0,1,-1
u_3,2,1,2,5,5,3,-0.16666666666666663,0.5555555555555555,0.3333333333333333,0.3333333333333333,1.0,1,2,1,0,1,1,0,0,0,1,-1
u_3,2,1,2,5,5,3,-0.16666666666666663,0.5555555555555555,0.3333333333333333,0.3333333333333333,1.0,1,2,1,0,1,1,0,0,0,1,-1
u_3,2,1,2,5,5,3,-0.16666666666666663,0.5555555555555555,0.3333333333333333,0.3333333333333333,1.0,1,2,1,0,1,1,0,0,0,1,-1
u_3,2,1,2,5,5,3,-0.16666666666666663,0.5555555555555555,0.3333333333333333,0.3333333333333333,1.0,1,2,1,0,1,1,0,0,0,1,-1
u_3,2,1,2,5,5,3,-0.16666666666666663,0.5555555555555555,0.3333333333333333,0.3333333333333333,1.0,1,2,1,0,1,1,0,0,0,1,-1
u_3,3,1,2,6,6,3,-0.24999999999999992,0.5,0.16666666666666666,0.3333333333333333,1.0,1,2,1,0,1,1,0,0,0,2,-1
u_3,3,1,2,6,6,3,-0.24999999999999992,0.5,0.16666666666666666,0.3333333333333333,1.0,1,2,1,0,1,1,0,0,0,2,-1
u_3,3,1,2,6,6,3,-0.24999999999999992,0.5,0.16666666666666666,0.3333333333333333,1.0,1,2,1,0,1,1,0,0,0,2,-1
u_3,3,1,2,6,6,3,-0.25,0.5,0.16666666666666666,0.3333333333333333,1.0,1,2,1,0,1,1,0,0,0,2,-1
u_3,2,1,2,5,5,3,-0.16666666666666663,0.5555555555555555,0.3333333333333333,0.3333333333333333,1.0,1,2,1,0,1,1,0,0,0,1,-1
u_3,2,1,2,5,5,3,-0.16666666666666663,0.5555555555555555,0.3333333333333333,0.3333333333333333,1.0,1,2,1,0,1,1,0,0,0,1,-1
u_3,3,1,2,6,6,3,-0.25,0.5,0.16666666666666666,0.3333333333333333,1.0,1,2,1,0,1,1,0,0,0,2,-1
u_3,3,1,2,6,6,3,-0.24999999999999992,0.5,0.16666666666666666,0.3333333333333333,1.0,1,2,1,0,1,1,0,0,0,2,-1
u_3,4,1,2,7,7,3,-0.30000000000000004,0.4777777777777778,0.1,0.3333333333333333,1.0,1,2,1,0,1,1,0,0,0,3,-1
u_3,4,1,2,7,7,3,-0.30000000000000004,0.4777777777777778,0.1,0.3333333333333333,1.0,1,2,1,0,1,1,0,0,0,3,-1
u_3,5,1,2,8,8,3,-0.33333333333333331,0.4666666666666666,0.06666666666666667,0.3333333333333333,1.0,1,2,1,0,1,1,0,0,0,4,-1
u_3,5,1,2,8,8,3,-0.33333333333333331,0.4666666666666666,0.06666666666666667,0.3333333333333333,1.0,1,2,1,0,1,1,0,0,0,4,-1
u_3,3,2,2,7,10,3,-0.48412291827592707,0.5714285714285714,0.5555555555555555,0.3333333333333333,0.8333333333333333,3,2,2,2,1,2,0,0,0,1,-1
u_3,3,2,2,7,10,3,-0.48412291827592707,0.5714285714285714,0.5555555555555555,0.3333333333333333,0.8333333333333333,3,2,2,2,1,2,0,0,0,1,-1
u_3,3,2,2,7,10,3,-0.48412291827592707,0.5714285714285714,0.5555555555555555,0.3333333333333333,0.8333333333333333,3,2,2,2,1,2,0,0,0,1,-1
u_3,3,2,2,7,10,3,-0.48412291827592707,0.5714285714285714,0.5555555555555555,0.3333333333333333,0.8333333333333333,3,2,2,2,1,2,0,0,0,1,-1
u_3,3,2,2,7,10,3,-0.48412291827592707,0.5714285714285714,0.5555555555555555,0.3333333333333333,0.8333333333333333,3,2,2,2,1,2,0,0,0,1,-1
u_3,3,2,2,7,10,3,-0.48412291827592707,0.5714285714285714,0.5555555555555555,0.3333333333333333,0.8333333333333333,3,2,2,2,1,2,0,0,0,1,-1
u_3,8,1,2,11,11,3,-0.38888888888888878,0.45370370370370366,0.027777777777777776,0.3333333333333333,1.0,1,2,1,0,1,1,0,0,0,7,-1
u_3,8,1,2,11,11,3,-0.38888888888888884,0.4537037037037037,0.027777777777777776,0.3333333333333333,1.0,1,2,1,0,1,1,0,0,0,7,-1
u_3,6,1,2,9,9,3,-0.35714285714285715,0.4603174603174603,0.047619047619047616,0.3333333333333333,1.0,1,2,1,0,1,1,0,0,0,5,-1
u_3,6,1,2,9,9,3,-0.35714285714285715,0.4603174603174603,0.047619047619047616,0.3333333333333333,1.0,1,2,1,0,1,1,0,0,0,5,-1
u_3,7,1,2,10,10,3,-0.37499999999999989,0.45634920634920634,0.03571428571428571,0.3333333333333333,1.0,1,2,1,0,1,1,0,0,0,6,-1
u_3,7,1,2,10,10,3,-0.37499999999999989,0.45634920634920634,0.03571428571428571,0.3333333333333333,1.0,1,2,1,0,1,1,0,0,0,6,-1
u_3,9,1,2,12,12,3,-0.39999999999999986,0.4518518518518519,0.022222222222222223,0.3333333333333333,1.0,1,2,1,0,1,1,0,0,0,8,-1
u_3,9,1,2,12,12,3,-0.39999999999999986,0.4518518518518518,0.022222222222222223,0.3333333333333333,1.0,1,2,1,0,1,1,0,0,0,8,-1
u_3,2,1,2,5,5,3,-0.16666666666666663,0.5555555555555555,0.3333333333333333,0.3333333333333333,1.0,1,2,1,0,1,1,0,0,0,1,-1
u_3,2,1,2,5,5,3,-0.16666666666666663,0.5555555555555555,0.3333333333333333,0.3333333333333333,1.0,1,2,1,0,1,1,0,0,0,1,-1
u_3,2,1,2,5,5,3,-0.16666666666666663,0.5555555555555555,0.3333333333333333,0.3333333333333333,1.0,1,2,1,0,1,1,0,0,0,1,-1
u_3,2,1,2,5,5,3,-0.16666666666666663,0.5555555555555555,0.3333333333333333,0.3333333333333333,1.0,1,2,1,0,1,1,0,0,0,1,-1
u_3,2,1,2,5,5,3,-0.16666666666666663,0.5555555555555555,0.3333333333333333,0.3333333333333333,1.0,1,2,1,0,1,1,0,0,0,1,-1
u_3,3,1,2,6,6,3,-0.24999999999999992,0.5,0.16666666666666666,0.3333333333333333,1.0,1,2,1,0,1,1,0,0,0,2,-1
u_3,3,1,2,6,6,3,-0.24999999999999992,0.5,0.16666666666666666,0.3333333333333333,1.0,1,2,1,0,1,1,0,0,0,2,-1
u_3,3,1,2,6,6,3,-0.24999999999999989,0.5,0.16666666666666666,0.3333333333333333,1.0,1,2,1,0,1,1,0,0,0,2,-1
u_3,4,1,2,7,7,3,-0.29999999999999999,0.4777777777777778,0.1,0.3333333333333333,1.0,1,2,1,0,1,1,0,0,0,3,-1
u_3,4,1,2,7,7,3,-0.29999999999999993,0.4777777777777778,0.1,0.3333333333333333,1.0,1,2,1,0,1,1,0,0,0,3,-1
u_3,4,1,2,7,7,3,-0.29999999999999999,0.4777777777777778,0.1,0.3333333333333333,1.0,1,2,1,0,1,1,0,0,0,3,-1
u_3,2,1,2,5,5,3,-0.16666666666666663,0.5555555555555555,0.3333333333333333,0.3333333333333333,1.0,1,2,1,0,1,1,0,0,0,1,-1
u_3,2,1,2,5,5,3,-0.16666666666666663,0.5555555555555555,0.3333333333333333,0.3333333333333333,1.0,1,2,1,0,1,1,0,0,0,1,-1
u_3,2,1,2,5,5,3,-0.16666666666666663,0.5555555555555555,0.3333333333333333,0.3333333333333333,1.0,1,2,1,0,1,1,0,0,0,1,-1
u_3,8,1,2,11,11,3,-0.38888888888888878,0.45370370370370366,0.027777777777777776,0.3333333333333333,1.0,1,2,1,0,1,1,0,0,0,7,-1
u_3,8,1,2,11,11,3,-0.38888888888888878,0.4537037037037037,0.027777777777777776,0.3333333333333333,1.0,1,2,1,0,1,1,0,0,0,7,-1
u_3,9,1,2,12,12,3,-0.39999999999999986,0.4518518518518518,0.022222222222222223,0.3333333333333333,1.0,1,2,1,0,1,1,0,0,0,8,-1
u_3,9,1,2,12,12,3,-0.39999999999999986,0.4518518518518519,0.022222222222222223,0.3333333333333333,1.0,1,2,1,0,1,1,0,0,0,8,-1
u_3,10,1,2,13,13,3,-0.40909090909090912,0.4505050505050505,0.01818181818181818,0.3333333333333333,1.0,1,2,1,0,1,1,0,0,0,9,-1
u_3,10,1,2,13,13,3,-0.40909090909090917,0.4505050505050505,0.01818181818181818,0.3333333333333333,1.0,1,2,1,0,1,1,0,0,0,9,-1
u_3,10,1,2,13,13,3,-0.40909090909090912,0.4505050505050505,0.01818181818181818,0.3333333333333333,1.0,1,2,1,0,1,1,0,0,0,9,-1
u_3,10,1,2,13,13,3,-0.40909090909090923,0.4505050505050505,0.01818181818181818,0.3333333333333333,1.0,1,2,1,0,1,1,0,0,0,9,-1
u_3,3,1,2,6,6,3,-0.24999999999999992,0.5,0.16666666666666666,0.3333333333333333,1.0,1,2,1,0,1,1,0,0,0,2,-1
u_3,3,1,2,6,6,3,-0.24999999999999992,0.5,0.16666666666666666,0.3333333333333333,1.0,1,2,1,0,1,1,0,0,0,2,-1
u_3,2,1,2,5,5,3,-0.16666666666666663,0.5555555555555555,0.3333333333333333,0.3333333333333333,1.0,1,2,1,0,1,1,0,0,0,1,-1
u_3,2,1,2,5,5,3,-0.16666666666666663,0.5555555555555555,0.3333333333333333,0.3333333333333333,1.0,1,2,1,0,1,1,0,0,0,1,-1
u_3,4,1,2,7,7,3,-0.29999999999999993,0.4777777777777778,0.1,0.3333333333333333,1.0,1,2,1,0,1,1,0,0,0,3,-1
u_3,4,1,2,7,7,3,-0.29999999999999993,0.4777777777777778,0.1,0.3333333333333333,1.0,1,2,1,0,1,1,0,0,0,3,-1
u_3,5,1,2,8,8,3,-0.33333333333333331,0.4666666666666666,0.06666666666666667,0.3333333333333333,1.0,1,2,1,0,1,1,0,0,0,4,-1
u_3,5,1,2,8,8,3,-0.33333333333333331,0.4666666666666666,0.06666666666666667,0.3333333333333333,1.0,1,2,1,0,1,1,0,0,0,4,-1
u_3,6,1,2,9,9,3,-0.35714285714285721,0.4603174603174603,0.047619047619047616,0.3333333333333333,1.0,1,2,1,0,1,1,0,0,0,5,-1
u_3,6,1,2,9,9,3,-0.35714285714285715,0.4603174603174603,0.047619047619047616,0.3333333333333333,1.0,1,2,1,0,1,1,0,0,0,5,-1
u_3,2,1,2,5,5,3,-0.16666666666666663,0.5555555555555555,0.3333333333333333,0.3333333333333333,1.0,1,2,1,0,1,1,0,0,0,1,-1
u_3,2,1,2,5,5,3,-0.16666666666666663,0.5555555555555555,0.3333333333333333,0.3333333333333333,1.0,1,2,1,0,1,1,0,0,0,1,-1
u_3,2,1,2,5,5,3,-0.16666666666666663,0.5555555555555555,0.3333333333333333,0.3333333333333333,1.0,1,2,1,0,1,1,0,0,0,1,-1
u_3,2,1,2,5,5,3,-0.16666666666666663,0.5555555555555555,0.3333333333333333,0.3333333333333333,1.0,1,2,1,0,1,1,0,0,0,1,-1
u_3,2,1,2,5,5,3,-0.16666666666666663,0.5555555555555555,0.3333333333333333,0.3333333333333333,1.0,1,2,1,0,1,1,0,0,0,1,-1
u_3,2,1,2,5,5,3,-0.16666666666666663,0.5555555555555555,0.3333333333333333,0.3333333333333333,1.0,1,2,1,0,1,1,0,0,0,1,-1
u_3,2,1,2,5,5,3,-0.16666666666666663,0.5555555555555555,0.3333333333333333,0.3333333333333333,1.0,1,2,1,0,1,1,0,0,0,1,-1
u_3,2,1,2,5,5,3,-0.16666666666666663,0.5555555555555555,0.3333333333333333,0.3333333333333333,1.0,1,2,1,0,1,1,0,0,0,1,-1
u_3,2,1,2,5,5,3,-0.16666666666666663,0.5555555555555555,0.3333333333333333,0.3333333333333333,1.0,1,2,1,0,1,1,0,0,0,1,-1
u_3,2,1,2,5,5,3,-0.16666666666666663,0.5555555555555555,0.3333333333333333,0.3333333333333333,1.0,1,2,1,0,1,1,0,0,0,1,-1
u_3,2,1,2,5,5,3,-0.16666666666666663,0.5555555555555555,0.3333333333333333,0.3333333333333333,1.0,1,2,1,0,1,1,0,0,0,1,-1
u_3,2,1,2,5,5,3,-0.16666666666666663,0.5555555555555555,0.3333333333333333,0.3333333333333333,1.0,1,2,1,0,1,1,0,0,0,1,-1
u_3,3,1,2,6,6,3,-0.24999999999999992,0.5,0.16666666666666666,0.3333333333333333,1.0,1,2,1,0,1,1,0,0,0,2,-1
u_3,3,1,2,6,6,3,-0.24999999999999992,0.5,0.16666666666666666,0.3333333333333333,1.0,1,2,1,0,1,1,0,0,0,2,-1
u_3,2,1,2,5,5,3,-0.16666666666666663,0.5555555555555555,0.3333333333333333,0.3333333333333333,1.0,1,2,1,0,1,1,0,0,0,1,-1
u_3,2,1,2,5,5,3,-0.16666666666666663,0.5555555555555555,0.3333333333333333,0.3333333333333333,1.0,1,2,1,0,1,1,0,0,0,1,-1
u_3,11,1,2,14,14,3,-0.41666666666666669,0.44949494949494945,0.015151515151515152,0.3333333333333333,1.0,1,2,1,0,1,1,0,0,0,10,-1
u_3,11,1,2,14,14,3,-0.41666666666666663,0.44949494949494945,0.015151515151515152,0.3333333333333333,1.0,1,2,1,0,1,1,0,0,0,10,-1
u_3,4,1,2,7,7,3,-0.29999999999999999,0.4777777777777778,0.1,0.3333333333333333,1.0,1,2,1,0,1,1,0,0,0,3,-1
u_3,4,1,2,7,7,3,-0.29999999999999999,0.4777777777777778,0.1,0.3333333333333333,1.0,1,2,1,0,1,1,0,0,0,3,-1
u_3,3,2,2,7,10,3,-0.48412291827592707,0.5714285714285714,0.5555555555555555,0.3333333333333333,0.8333333333333333,3,2,2,2,1,2,0,0,0,1,-1
u_3,3,2,2,7,10,3,-0.48412291827592707,0.5714285714285714,0.5555555555555555,0.3333333333333333,0.8333333333333333,3,2,2,2,1,2,0,0,0,1,-1
u_3,3,2,2,7,10,3,-0.48412291827592707,0.5714285714285714,0.5555555555555555,0.3333333333333333,0.8333333333333333,3,2,2,2,1,2,0,0,0,1,-1
u_3,3,2,2,7,10,3,-0.48412291827592707,0.5714285714285714,0.5555555555555555,0.3333333333333333,0.8333333333333333,3,2,2,2,1,2,0,0,0,1,-1
u_3,3,2,2,7,10,3,-0.48412291827592707,0.5714285714285714,0.5555555555555555,0.3333333333333333,0.8333333333333333,3,2,2,2,1,2,0,0,0,1,-1
u_3,3,3,4,10,16,4,-0.51434449987363973,0.5777777777777778,0.6666666666666666,0.3833333333333333,0.8333333333333333,0,0,1,3,3,4,0,0,0,-1,-1
u_3,105,4,191,300,795,-1,0.067555708250035179,0.4774735237169568,0.6576586678627486,0.38856135046611284,0.26403767824742125,4,4,4,4,5,4,0,0,0,3,3.3991800219153374
u_3,3,2,2,7,10,3,-0.48412291827592707,0.5714285714285714,0.5555555555555555,0.3333333333333333,0.8333333333333333,3,2,2,2,1,2,0,0,0,1,-1
u_3,3,2,2,7,10,3,-0.48412291827592707,0.5714285714285714,0.5555555555555555,0.3333333333333333,0.8333333333333333,3,2,2,2,1,2,0,0,0,1,-1
u_3,3,2,2,7,10,3,-0.48412291827592707,0.5714285714285714,0.5555555555555555,0.3333333333333333,0.8333333333333333,3,2,2,2,1,2,0,0,0,1,-1
